lid,longitude,latitude,altitude,admin1,admin2,admin3,admin4,work,shopping,school,other,college,religion,designation,home,total_visits,total_on_day_0,total_on_day_1,total_on_day_2,total_on_day_3,total_on_day_4,total_on_day_5,total_on_day_6,average_daily_total,median_daily_total,max_daily_total,max_simultaneous_visits,old_lid
163,-78.4985399999999,38.01111,-1,51,3,11303,1,325,0.0,0,325,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,548
164,-78.49051,38.00957,-1,51,3,11303,2,1,2261.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,210
165,-78.49391,38.0025000000001,-1,51,3,11303,2,2806,0.0,0,2806,0,0,none:medical,0,3.0,1,0,0,1,0,1,0,0.4285714285714285,0,1,2,509
166,-78.49683,37.99686,-1,51,3,11303,2,4445,0.0,0,4445,0,0,none:care_facilitation,0,2.0,1,0,0,0,0,0,1,0.2857142857142857,0,1,1,546
167,-78.48796999999998,37.9978300000001,-1,51,3,11303,2,5000,0.0,0,5000,0,0,none:medical,0,9.0,1,2,2,1,1,2,0,1.2857142857142858,1,2,2,619
168,-78.61542,37.85682,-1,51,3,11400,1,221,0.0,0,221,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,617
169,-78.50391,37.80786,-1,51,3,11400,3,1,484.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,40
170,-77.072375,38.774392,-1,51,59,415100,2,173,0.0,2646,0,0,0,education,0,9.0,2,2,2,2,1,0,0,1.2857142857142858,1,2,1,273
171,-77.1016,38.7389000000001,-1,51,59,421600,1,5000,0.0,0,5000,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,281
172,-77.12214,38.78428,-1,51,59,422301,1,1,968.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,14
173,-77.13276999999991,38.76982,-1,51,59,422402,1,1359,0.0,0,1359,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,594
174,-77.27381,38.77843,-1,51,59,431001,1,1,890.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,5
175,-77.2088699999999,38.7396200000001,-1,51,59,432800,1,5000,0.0,0,5000,0,0,none:military,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,605
176,-77.2336099999999,38.8662800000001,-1,51,59,440201,1,1302,0.0,0,1302,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,410
177,-77.23349,38.86402,-1,51,59,440202,2,261,0.0,0,261,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,536
178,-77.11991,38.84889,-1,51,59,451502,2,1,2397.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,242
179,-77.2454,38.92913,-1,51,59,460400,3,611,0.0,0,611,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,328
180,-77.23434,38.91659,-1,51,59,460501,1,1,5000.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,9
181,-77.23846,38.87354000000001,-1,51,59,461602,1,1,4742.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,215
182,-77.1801,38.93427,-1,51,59,470600,2,1,166.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,24
183,-77.17819,38.93204,-1,51,59,470700,1,1,1996.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,1
184,-77.17506,38.9070100000001,-1,51,59,470900,4,170,0.0,0,170,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,562
185,-77.22400999999998,38.92434,-1,51,59,480202,2,1,1003.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,135
186,-77.22543,38.92373,-1,51,59,480202,2,1,510.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,146
187,-77.3928299999999,38.9505300000001,-1,51,59,481101,1,5000,0.0,0,5000,0,0,none:government,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,305
188,-77.3142,38.94379,-1,51,59,482400,1,1386,0.0,0,1386,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,473
189,-77.25693000000003,38.72806,-1,51,59,492203,2,211,0.0,0,211,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,437
190,-77.65176,37.65981,-1,51,75,400100,2,102,0.0,0,102,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,538
191,-77.77424999999991,37.7179400000001,-1,51,75,400200,2,5000,0.0,0,5000,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,560
192,-77.92868,37.74442,-1,51,75,400400,2,2943,0.0,0,2943,0,0,none:care_facilitation,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,347
193,-77.90329,37.97974,-1,51,109,950100,3,428,0.0,0,428,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,300
194,-77.99395,38.0201900000001,-1,51,109,950201,1,284,0.0,0,284,0,0,none:medical,0,6.0,1,1,1,1,2,0,0,0.8571428571428571,1,2,1,608
195,-78.86905,37.7604000000001,-1,51,125,950100,2,217,0.0,0,217,0,0,none:government,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,290
196,-78.87071,37.89183,-1,51,125,950200,3,1,60.0,0,1,0,0,none:retail,0,5.0,0,1,1,1,1,0,1,0.7142857142857143,1,1,1,118
197,-78.48347,38.04022,-1,51,540,201,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,93
198,-78.48436,38.0393100000001,-1,51,540,201,1,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,1,194
199,-78.48276,38.040712,-1,51,540,201,1,12,0.0,105,0,0,0,education,0,22.0,6,4,4,4,4,0,0,3.142857142857143,4,6,5,262
200,-78.482781,38.04102,-1,51,540,201,1,6,0.0,50,0,0,0,education,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,263
201,-78.4839899999999,38.0416500000001,-1,51,540,201,1,64,0.0,0,64,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,580
202,-78.4855405,38.042433,-1,51,540,201,1,0,0.0,0,0,0,0,none:home,1,15.0,5,2,2,2,1,1,2,2.142857142857143,2,5,1,691
203,-78.481543,38.043668,-1,51,540,201,1,0,0.0,0,0,0,0,none:home,1,9.0,1,1,1,1,2,1,2,1.2857142857142858,1,2,1,695
204,-78.48676,38.03597,-1,51,540,201,2,1,298.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,1,0,0,0.2857142857142857,0,1,2,41
205,-78.48716999999998,38.03681,-1,51,540,201,2,1,1501.0,0,1,0,0,none:retail,0,2.0,0,0,2,0,0,0,0,0.2857142857142857,0,2,1,55
206,-78.4901,38.03828,-1,51,540,201,2,1,94.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,249
207,-78.4846,38.03771,-1,51,540,201,2,1,1951.0,0,1,0,0,none:retail,0,3.0,0,0,2,0,0,0,1,0.4285714285714285,0,2,2,253
208,-78.48656700000002,38.039854,-1,51,540,201,2,46,0.0,591,0,0,0,education,0,9.0,1,2,2,2,2,0,0,1.2857142857142858,1,2,2,261
209,-78.48828,38.0370500000001,-1,51,540,201,2,327,0.0,0,327,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,367
210,-78.48643,38.0366100000001,-1,51,540,201,2,213,0.0,0,213,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,418
211,-78.48679,38.0370100000001,-1,51,540,201,2,213,0.0,0,213,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,442
212,-78.48643,38.0366100000001,-1,51,540,201,2,213,0.0,0,213,0,0,none:care_facilitation,0,2.0,1,1,0,0,0,0,0,0.2857142857142857,0,1,2,483
213,-78.48913,38.04022,-1,51,540,201,2,134,0.0,0,134,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,489
214,-78.48911548896,38.03951233717329,-1,51,540,201,2,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,3,2,2,2.142857142857143,2,3,1,648
215,-78.4927292173536,38.0413952093879,-1,51,540,201,2,0,0.0,0,0,0,0,none:home,1,13.0,2,2,2,2,2,1,2,1.8571428571428568,2,2,1,707
216,-78.4961997217343,38.0413156958082,-1,51,540,201,3,0,0.0,0,0,0,0,none:home,1,25.0,3,5,4,4,4,2,3,3.571428571428572,3,5,2,653
217,-78.493844727926,38.04415651945421,-1,51,540,201,3,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,2,2,3,2.142857142857143,2,3,1,659
218,-78.4983445,38.041198,-1,51,540,201,3,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,4,3,0,2.142857142857143,2,4,1,690
219,-78.4980675079721,38.0415522117748,-1,51,540,201,3,0,0.0,0,0,0,0,none:home,1,18.0,2,3,3,3,2,2,3,2.571428571428572,2,3,1,712
220,-78.49631,38.03293,-1,51,540,202,1,1,2746.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,27
221,-78.49087,38.03819,-1,51,540,202,1,1,946.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,1,51
222,-78.4894,38.0376,-1,51,540,202,1,1,1396.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,77
223,-78.49669,38.03302,-1,51,540,202,1,1,3888.0,0,1,0,0,none:retail,0,5.0,0,0,1,0,1,2,1,0.7142857142857143,0,2,2,78
224,-78.49325,38.03224,-1,51,540,202,1,1,960.0,0,1,0,0,none:retail,0,3.0,1,1,0,0,1,0,0,0.4285714285714285,0,1,3,138
225,-78.4887,38.03705,-1,51,540,202,1,1,786.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,159
226,-78.49297,38.03218,-1,51,540,202,1,1,960.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,168
227,-78.49087,38.03819,-1,51,540,202,1,1,946.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,169
228,-78.48733,38.0350800000001,-1,51,540,202,1,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,2,199
229,-78.4895,38.03765,-1,51,540,202,1,1,1396.0,0,1,0,0,none:retail,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,2,223
230,-78.49252,38.03213,-1,51,540,202,1,1,960.0,0,1,0,0,none:retail,0,2.0,0,1,0,0,0,1,0,0.2857142857142857,0,1,2,236
231,-78.4958799999999,38.0328900000001,-1,51,540,202,1,1373,0.0,0,1373,0,0,none:government,0,9.0,0,4,1,1,1,2,0,1.2857142857142858,1,4,3,355
232,-78.49033,38.03342,-1,51,540,202,1,385,0.0,0,385,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,434
233,-78.49738,38.0331600000001,-1,51,540,202,1,36,0.0,0,36,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,459
234,-78.48817,38.03662,-1,51,540,202,1,202,0.0,0,202,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,494
235,-78.49756999999991,38.0332000000001,-1,51,540,202,1,56,0.0,0,56,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,498
236,-78.48817,38.03662,-1,51,540,202,1,202,0.0,0,202,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,516
237,-78.48957,38.0338800000001,-1,51,540,202,1,122,0.0,0,122,0,0,none:government,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,518
238,-78.49598,38.0328500000001,-1,51,540,202,1,1373,0.0,0,1373,0,0,none:medical,0,7.0,1,3,1,0,2,0,0,1.0,1,3,4,572
239,-78.49763,38.0332100000001,-1,51,540,202,1,56,0.0,0,56,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,603
240,-78.4938192666408,38.0360671729737,-1,51,540,202,1,0,0.0,0,0,0,0,none:home,1,15.0,3,2,2,2,2,2,2,2.142857142857143,2,3,1,640
241,-78.49446850000002,38.0366985,-1,51,540,202,1,0,0.0,0,0,0,0,none:home,1,15.0,3,2,2,2,2,2,2,2.142857142857143,2,3,1,660
242,-78.49376366964479,38.0354285600584,-1,51,540,202,1,0,0.0,0,0,0,0,none:home,1,13.0,2,1,1,1,2,3,3,1.8571428571428568,1,3,1,685
243,-78.4936037598891,38.036477525271295,-1,51,540,202,1,0,0.0,0,0,0,0,none:home,1,18.0,3,2,2,2,4,2,3,2.571428571428572,2,4,1,731
244,-78.49439,38.0393100000001,-1,51,540,202,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,90
245,-78.496329,38.038462,-1,51,540,202,2,25,0.0,347,0,0,0,education,0,14.0,3,2,2,2,3,1,1,2.0,2,3,3,272
246,-78.49828000000002,38.0344700000001,-1,51,540,202,2,179,0.0,0,179,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,600
247,-78.4967395581636,38.0375477994466,-1,51,540,202,2,0,0.0,0,0,0,0,none:home,1,23.0,4,5,5,5,0,2,2,3.2857142857142856,3,5,1,636
248,-78.49716182110329,38.0379101878993,-1,51,540,202,2,0,0.0,0,0,0,0,none:home,1,13.0,2,2,2,2,2,2,1,1.8571428571428568,2,2,1,637
249,-78.4977193323508,38.0362375424571,-1,51,540,202,2,0,0.0,0,0,0,0,none:home,1,17.0,3,2,2,2,3,1,4,2.4285714285714284,2,4,1,713
250,-78.4964832777247,38.0341628685904,-1,51,540,202,2,0,0.0,0,0,0,0,none:home,1,18.0,2,3,3,3,3,2,2,2.571428571428572,2,3,1,720
251,-78.4975895896646,38.036498574037104,-1,51,540,202,2,0,0.0,0,0,0,0,none:home,1,27.0,3,5,5,5,1,4,4,3.857142857142857,4,5,1,728
252,-78.50095999999998,38.03699,-1,51,540,202,3,1,366.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,15
253,-78.50046999999998,38.03477,-1,51,540,202,3,1,429.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,2,0,0.2857142857142857,0,2,1,59
254,-78.50134,38.04022,-1,51,540,202,3,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,104
255,-78.50155,38.0360900000001,-1,51,540,202,3,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,1,127
256,-78.50086999999998,38.03531,-1,51,540,202,3,1,625.0,0,1,0,0,none:retail,0,2.0,0,1,0,1,0,0,0,0.2857142857142857,0,1,2,252
257,-78.4986499999999,38.03986,-1,51,540,202,3,5000,0.0,0,5000,0,0,none:care_facilitation,0,33.0,5,7,5,3,4,7,2,4.714285714285714,4,7,6,568
258,-78.49919341575371,38.038143697971286,-1,51,540,202,3,0,0.0,0,0,0,0,none:home,1,18.0,2,3,3,3,3,2,2,2.571428571428572,2,3,1,723
259,-78.46599,38.0319,-1,51,540,302,1,1,44.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,37
260,-78.46903,38.02699000000001,-1,51,540,302,1,1,1711.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,1,1,0,0.2857142857142857,0,1,2,56
261,-78.46889,38.02491,-1,51,540,302,1,1,0.0,0,1,0,1,none,0,3.0,0,1,1,1,0,0,0,0.4285714285714285,0,1,1,89
262,-78.47389,38.0304600000001,-1,51,540,302,1,1,0.0,0,1,0,1,none,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,94
263,-78.46871,38.02691,-1,51,540,302,1,1,2115.0,0,1,0,0,none:retail,0,2.0,1,1,0,0,0,0,0,0.2857142857142857,0,1,1,143
264,-78.47426999999998,38.02921,-1,51,540,302,1,1,1254.0,0,1,0,0,none:retail,0,2.0,1,0,0,0,0,1,0,0.2857142857142857,0,1,2,152
265,-78.47389,38.03047,-1,51,540,302,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,197
266,-78.46614,38.03187,-1,51,540,302,1,1,316.0,0,1,0,0,none:retail,0,2.0,1,0,0,0,0,0,1,0.2857142857142857,0,1,1,212
267,-78.4647,38.03203,-1,51,540,302,1,1,970.0,0,1,0,0,none:retail,0,3.0,0,1,1,0,1,0,0,0.4285714285714285,0,1,2,226
268,-78.46289,38.035466,-1,51,540,302,1,28,0.0,407,0,0,0,education,0,3.0,2,0,0,0,1,0,0,0.4285714285714285,0,2,1,266
269,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,3.0,0,0,1,0,1,0,1,0.4285714285714285,0,1,2,284
270,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,301
271,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,302
272,-78.4723299999999,38.03155,-1,51,540,302,1,17,0.0,0,17,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,313
273,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,2.0,0,1,0,0,0,1,0,0.2857142857142857,0,1,1,329
274,-78.4722599999999,38.03045,-1,51,540,302,1,113,0.0,0,113,0,0,none:medical,0,2.0,2,0,0,0,0,0,0,0.2857142857142857,0,2,2,350
275,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,354
276,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,2.0,1,1,0,0,0,0,0,0.2857142857142857,0,1,1,358
277,-78.47394,38.0304800000001,-1,51,540,302,1,22,0.0,0,22,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,384
278,-78.46082,38.0345300000001,-1,51,540,302,1,423,0.0,0,423,0,0,none:care_facilitation,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,386
279,-78.4726899999999,38.0285000000001,-1,51,540,302,1,95,0.0,0,95,0,0,none:medical,0,8.0,1,2,2,2,1,0,0,1.1428571428571428,1,2,1,388
280,-78.47358,38.03043,-1,51,540,302,1,18,0.0,0,18,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,398
281,-78.47246,38.0284100000001,-1,51,540,302,1,95,0.0,0,95,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,408
282,-78.46925,38.0318800000001,-1,51,540,302,1,22,0.0,0,22,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,412
283,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,2.0,0,1,0,0,1,0,0,0.2857142857142857,0,1,2,423
284,-78.47209000000002,38.0296000000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,426
285,-78.47212999999991,38.0296700000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,431
286,-78.47288999999991,38.03151,-1,51,540,302,1,19,0.0,0,19,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,436
287,-78.47175,38.0294700000001,-1,51,540,302,1,80,0.0,0,80,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,443
288,-78.47341999999998,38.0308600000001,-1,51,540,302,1,18,0.0,0,18,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,458
289,-78.47212999999991,38.0296700000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,476
290,-78.47212999999991,38.0296700000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,496
291,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,6.0,2,0,0,1,1,1,1,0.8571428571428571,1,2,2,500
292,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,7.0,1,1,2,2,1,0,0,1.0,1,2,2,501
293,-78.47389,38.0304600000001,-1,51,540,302,1,22,0.0,0,22,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,504
294,-78.4692899999999,38.02709,-1,51,540,302,1,855,0.0,0,855,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,510
295,-78.46816,38.02585,-1,51,540,302,1,307,0.0,0,307,0,0,none:government,0,3.0,1,0,1,0,0,1,0,0.4285714285714285,0,1,3,515
296,-78.4713199999999,38.02946,-1,51,540,302,1,80,0.0,0,80,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,523
297,-78.47129,38.0279100000001,-1,51,540,302,1,168,0.0,0,168,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,526
298,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,527
299,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,4.0,1,0,0,1,0,0,2,0.5714285714285714,0,2,4,528
300,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,539
301,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,2.0,1,1,0,0,0,0,0,0.2857142857142857,0,1,1,544
302,-78.47283,38.03015,-1,51,540,302,1,21,0.0,0,21,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,577
303,-78.47336,38.03097,-1,51,540,302,1,97,0.0,0,97,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,588
304,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0,3.0,0,0,3,0,0,0,0,0.4285714285714285,0,3,3,591
305,-78.47336,38.0309600000001,-1,51,540,302,1,97,0.0,0,97,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,611
306,-78.47204350000001,38.029873,-1,51,540,302,1,0,0.0,0,0,0,0,none:home,1,16.0,2,2,2,2,1,3,4,2.2857142857142856,2,4,1,673
307,-78.46271,38.03279000000001,-1,51,540,302,2,1,363.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,34
308,-78.46674,38.02609,-1,51,540,302,2,1,1223.0,0,1,0,0,none:retail,0,3.0,1,0,0,0,1,1,0,0.4285714285714285,0,1,1,53
309,-78.4633699999999,38.02477,-1,51,540,302,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,115
310,-78.46674,38.02609,-1,51,540,302,2,1,1223.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,1,180
311,-78.4594,38.03496,-1,51,540,302,2,1,530.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,184
312,-78.45448,38.0256400000001,-1,51,540,302,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,203
313,-78.4667499999999,38.0260900000001,-1,51,540,302,2,917,0.0,0,917,0,0,none:medical,0,4.0,0,2,0,0,0,2,0,0.5714285714285714,0,2,2,389
314,-78.461754,38.0329515,-1,51,540,302,2,0,0.0,0,0,0,0,none:home,1,15.0,2,3,3,3,2,0,2,2.142857142857143,2,3,1,664
315,-78.48334,38.02406,-1,51,540,401,1,1,2792.0,0,1,0,0,none:retail,0,4.0,1,1,1,0,0,0,1,0.5714285714285714,0,1,2,38
316,-78.48267,38.02642,-1,51,540,401,1,1,1497.0,0,1,0,0,none:retail,0,3.0,0,0,0,1,1,1,0,0.4285714285714285,0,1,1,111
317,-78.48333000000002,38.02406,-1,51,540,401,1,1,2792.0,0,1,0,0,none:retail,0,10.0,1,2,1,2,0,2,2,1.4285714285714286,1,2,2,134
318,-78.48333000000002,38.02407,-1,51,540,401,1,1,2792.0,0,1,0,0,none:retail,0,6.0,3,0,1,1,0,0,1,0.8571428571428571,0,3,3,213
319,-78.48617,38.02841,-1,51,540,401,1,1,117.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,228
320,-78.48167,38.0284,-1,51,540,401,1,1091,0.0,0,1091,0,0,none:medical,0,3.0,1,0,1,0,0,1,0,0.4285714285714285,0,1,1,304
321,-78.48164,38.0234800000001,-1,51,540,401,1,157,0.0,0,157,0,0,none:government,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,318
322,-78.48167,38.0284,-1,51,540,401,1,1091,0.0,0,1091,0,0,none:medical,0,10.0,2,0,1,1,4,2,0,1.4285714285714286,1,4,4,337
323,-78.47844,38.02714,-1,51,540,401,1,438,0.0,0,438,0,0,none:medical,0,2.0,0,1,0,0,1,0,0,0.2857142857142857,0,1,2,341
324,-78.4838,38.0266800000001,-1,51,540,401,1,726,0.0,0,726,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,424
325,-78.48365,38.02381,-1,51,540,401,1,2327,0.0,0,2327,0,0,none:government,0,12.0,2,4,2,0,1,1,2,1.7142857142857142,1,4,4,477
326,-78.47844,38.02714,-1,51,540,401,1,438,0.0,0,438,0,0,none:medical,0,2.0,1,0,0,1,0,0,0,0.2857142857142857,0,1,2,505
327,-78.48439,38.02563,-1,51,540,401,1,102,0.0,0,102,0,0,none:care_facilitation,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,606
328,-78.4801255015057,38.02686316944529,-1,51,540,401,1,0,0.0,0,0,0,0,none:home,1,15.0,3,2,2,2,2,1,3,2.142857142857143,2,3,1,646
329,-78.4788745,38.025117,-1,51,540,401,1,0,0.0,0,0,0,0,none:home,1,12.0,2,2,2,2,0,1,3,1.7142857142857142,2,3,1,655
