daynum,pid,activity_number,activity_type,start_time,end_time,duration,lid
4,22,98,2,383640,385320,1680,259
4,22,100,2,391800,393480,1680,259
4,22,102,2,393660,394800,1140,259
4,22,104,3,399240,399540,300,13
4,22,106,2,400140,402420,2280,259
4,22,108,3,403380,404400,1020,29
4,22,110,1,404580,433500,28920,718
5,22,112,2,434040,437700,3660,259
5,22,114,2,438540,439260,720,259
5,22,116,2,441120,441840,720,259
5,22,118,2,443700,444060,360,259
5,22,120,2,444180,446400,2220,259
5,22,121,1,446400,478800,32400,718
5,22,123,4,479400,487800,8400,509
5,22,125,4,488400,489600,1200,472
5,22,127,1,490500,495000,4500,718
5,22,129,7,497700,505800,8100,191
5,22,131,3,509400,510300,900,15
5,22,133,1,511200,532800,21600,718
6,22,134,1,532800,556200,23400,718
6,22,136,7,557220,567000,9780,191
6,22,138,1,568020,604800,36780,718
0,23,0,1,0,27900,27900,721
0,23,2,4,28500,32700,4200,587
0,23,4,1,33120,34500,1380,721
0,23,6,2,35400,43320,7920,620
0,23,8,4,43800,47280,3480,500
0,23,10,2,47880,67920,20040,620
0,23,12,1,69000,72360,3360,721
0,23,14,1,74820,100800,25980,721
1,23,15,1,100800,187200,86400,721
2,23,16,1,187200,273600,86400,721
3,23,17,1,273600,360000,86400,721
4,23,18,1,360000,379800,19800,721
4,23,20,3,380700,384300,3600,49
4,23,22,2,387900,410400,22500,620
4,23,24,1,414000,446400,32400,721
5,23,25,1,446400,455400,9000,721
5,23,27,4,455700,459000,3300,343
5,23,29,1,459300,481260,21960,721
5,23,31,3,482700,483900,1200,59
5,23,33,3,484200,486900,2700,245
5,23,35,4,487080,490380,3300,385
5,23,37,1,491640,532800,41160,721
6,23,38,1,532800,554400,21600,721
6,23,40,7,557100,563400,6300,189
6,23,42,1,567000,604800,37800,721
0,24,0,1,0,37800,37800,667
0,24,2,3,38520,41400,2880,110
0,24,4,1,42240,100800,58560,667
1,24,5,1,100800,112800,12000,667
1,24,7,4,115440,119700,4260,576
1,24,9,1,121200,139500,18300,667
1,24,11,3,140400,142500,2100,126
1,24,13,1,143460,187200,43740,667
2,24,14,1,187200,199200,12000,667
2,24,16,4,201840,206100,4260,379
2,24,18,1,207600,225900,18300,667
2,24,20,3,226800,228900,2100,157
2,24,22,1,229860,273600,43740,667
3,24,23,1,273600,285600,12000,667
3,24,25,4,288240,292500,4260,479
3,24,27,1,294000,312300,18300,667
3,24,29,3,313200,315300,2100,121
3,24,31,1,316260,360000,43740,667
4,24,32,1,360000,375000,15000,667
4,24,34,4,375660,380280,4620,592
4,24,36,1,381060,384600,3540,667
4,24,38,2,386100,388800,2700,532
4,24,40,4,389700,393000,3300,454
4,24,42,2,393600,395400,1800,532
4,24,44,2,396000,406800,10800,532
4,24,46,4,409020,421200,12180,524
4,24,48,1,423420,446400,22980,667
5,24,49,1,446400,471600,25200,667
5,24,51,4,474300,482400,8100,288
5,24,53,4,484800,491580,6780,557
5,24,55,1,492600,499500,6900,667
5,24,57,3,500400,501600,1200,158
5,24,59,4,502200,503220,1020,330
5,24,61,1,503760,525300,21540,667
6,24,63,1,526680,532800,6120,667
6,24,64,1,532800,548100,15300,667
6,24,66,4,562500,564300,1800,596
6,24,68,1,580560,604800,24240,667
0,25,0,1,0,27600,27600,707
0,25,2,5,27900,52500,24600,262
0,25,4,1,52740,100800,48060,707
1,25,5,1,100800,126000,25200,707
1,25,7,4,126300,127200,900,568
1,25,9,4,127800,128400,600,415
1,25,11,4,129000,132300,3300,609
1,25,13,4,132600,136200,3600,426
1,25,15,4,136620,136980,360,389
1,25,17,1,137880,187200,49320,707
2,25,18,1,187200,212400,25200,707
2,25,20,4,212700,213600,900,308
2,25,22,4,214200,214800,600,568
2,25,24,4,215400,218700,3300,591
2,25,26,4,219000,222600,3600,560
2,25,28,4,223020,223380,360,277
2,25,30,1,224280,273600,49320,707
3,25,31,1,273600,298800,25200,707
3,25,33,4,299100,300000,900,631
3,25,35,4,300600,301200,600,434
3,25,37,4,301800,305100,3300,347
3,25,39,4,305400,309000,3600,453
3,25,41,4,309420,309780,360,306
3,25,43,1,310680,360000,49320,707
4,25,44,1,360000,372000,12000,707
4,25,46,5,372600,406500,33900,262
4,25,48,1,407100,446400,39300,707
5,25,49,1,446400,532800,86400,707
6,25,50,1,532800,572400,39600,707
6,25,52,4,572520,582300,9780,538
6,25,54,1,582420,604800,22380,707
0,26,0,4,0,14400,14400,509
0,26,2,1,14520,26400,11880,649
0,26,4,4,27000,27300,300,529
0,26,6,2,27900,54000,26100,406
0,26,8,4,54900,56400,1500,465
0,26,10,4,57300,58500,1200,613
0,26,12,2,58800,64800,6000,406
0,26,14,4,65100,67500,2400,433
0,26,16,3,68400,72000,3600,232
0,26,18,3,72600,74100,1500,130
0,26,20,1,74700,100800,26100,649
1,26,21,1,100800,135960,35160,649
1,26,23,4,137700,144000,6300,287
1,26,25,1,145560,187200,41640,649
2,26,26,1,187200,222360,35160,649
2,26,28,4,224100,230400,6300,471
2,26,30,1,231960,273600,41640,649
3,26,31,1,273600,308760,35160,649
3,26,33,4,310500,316800,6300,471
3,26,35,1,318360,360000,41640,649
4,26,36,1,360000,378900,18900,649
4,26,38,4,380340,381900,1560,511
4,26,40,3,382680,385680,3000,63
4,26,42,4,386040,389100,3060,373
4,26,44,3,389460,393780,4320,240
4,26,46,3,393960,397140,3180,33
4,26,48,1,398880,446400,47520,649
5,26,49,1,446400,478800,32400,649
5,26,51,3,479400,483000,3600,54
5,26,53,1,483600,532800,49200,649
6,26,54,1,532800,572400,39600,649
6,26,56,4,572580,572880,300,286
6,26,58,3,573000,573300,300,28
6,26,60,4,579600,604800,25200,529
0,27,0,1,0,23400,23400,676
0,27,2,4,25230,25530,300,358
0,27,4,4,26940,27240,300,568
0,27,6,4,32430,32730,300,368
0,27,8,4,33000,38040,5040,419
0,27,10,4,39270,39570,300,322
0,27,12,4,41400,41700,300,561
0,27,14,1,44100,100800,56700,676
1,27,15,1,100800,115200,14400,676
1,27,17,2,118800,151200,32400,555
1,27,19,1,154800,187200,32400,676
2,27,20,1,187200,201600,14400,676
2,27,22,2,205200,237600,32400,555
2,27,24,1,241200,273600,32400,676
3,27,25,1,273600,288000,14400,676
3,27,27,2,291600,324000,32400,555
3,27,29,1,327600,360000,32400,676
4,27,30,1,360000,374400,14400,676
4,27,32,4,374820,375120,300,432
4,27,34,1,375600,412500,36900,676
4,27,36,3,412920,414000,1080,20
4,27,38,4,414600,415200,600,308
4,27,40,1,415800,446400,30600,676
5,27,41,1,446400,460800,14400,676
5,27,43,4,463500,465300,1800,294
5,27,45,4,466200,468000,1800,329
5,27,47,3,468300,469800,1500,181
5,27,49,4,470220,470700,480,313
5,27,51,1,471300,532800,61500,676
6,27,52,1,532800,604800,72000,676
0,28,0,4,0,14400,14400,382
0,28,2,1,14520,27900,13380,690
0,28,4,5,28500,51300,22800,270
0,28,6,1,51900,100800,48900,690
1,28,7,1,100800,115920,15120,690
1,28,9,5,117060,141300,24240,270
1,28,11,1,143160,187200,44040,690
2,28,12,1,187200,202320,15120,690
2,28,14,5,203460,227700,24240,270
2,28,16,1,229560,273600,44040,690
3,28,17,1,273600,288720,15120,690
3,28,19,5,289860,314100,24240,270
3,28,21,1,315960,360000,44040,690
4,28,22,1,360000,373200,13200,690
4,28,24,4,373740,374040,300,308
4,28,26,1,374400,376080,1680,690
4,28,28,5,376200,402600,26400,270
4,28,30,1,402900,411000,8100,690
4,28,32,4,412200,419400,7200,431
4,28,34,1,420600,446400,25800,690
5,28,35,1,446400,463500,17100,690
5,28,37,4,464400,468000,3600,552
5,28,39,3,468300,469800,1500,76
5,28,41,1,470700,479520,8820,690
5,28,43,4,484800,502800,18000,596
5,28,45,1,507600,532800,25200,690
6,28,46,4,532800,604800,72000,618
0,29,0,1,0,100800,100800,641
1,29,1,1,100800,112380,11580,641
1,29,3,2,113160,148560,35400,258
1,29,5,1,149580,187200,37620,641
2,29,6,1,187200,198780,11580,641
2,29,8,2,199560,234960,35400,258
2,29,10,1,235980,273600,37620,641
3,29,11,1,273600,285180,11580,641
3,29,13,2,285960,321360,35400,258
3,29,15,1,322380,360000,37620,641
4,29,16,1,360000,361800,1800,641
4,29,18,4,365400,365700,300,382
4,29,20,2,366480,412200,45720,258
4,29,22,4,412500,413100,600,577
4,29,24,4,415860,446400,30540,374
5,29,25,1,446400,532800,86400,641
6,29,26,1,532800,585000,52200,641
6,29,28,4,585720,600180,14460,452
6,29,30,1,601020,604800,3780,641
0,30,2,1,14520,100800,86280,710
1,30,3,1,100800,187200,86400,710
2,30,4,1,187200,273600,86400,710
3,30,5,1,273600,360000,86400,710
4,30,6,1,360000,381600,21600,710
4,30,8,4,382500,386400,3900,625
4,30,10,3,387000,389400,2400,41
4,30,12,1,390600,415800,25200,710
4,30,14,3,416400,418800,2400,170
4,30,16,1,419400,446400,27000,710
5,30,17,1,446400,467700,21300,710
5,30,19,2,468000,474600,6600,355
5,30,21,1,474900,481500,6600,710
5,30,23,2,483000,487800,4800,355
5,30,25,1,489000,497700,8700,710
5,30,27,4,500400,509400,9000,620
5,30,29,1,510600,532800,22200,710
0,31,0,1,0,41940,41940,664
0,31,2,3,42060,42360,300,255
0,31,4,1,42480,100800,58320,664
1,31,5,1,100800,115320,14520,664
1,31,7,1,117060,125280,8220,664
1,31,9,4,128580,129360,780,529
1,31,11,4,130920,139920,9000,575
1,31,13,4,141480,145380,3900,551
1,31,15,3,145800,150420,4620,186
1,31,17,1,154500,187200,32700,664
2,31,18,1,187200,201720,14520,664
2,31,20,1,203460,211680,8220,664
2,31,22,4,214980,215760,780,354
2,31,24,4,217320,226320,9000,470
2,31,26,4,227880,231780,3900,349
2,31,28,3,232200,236820,4620,145
2,31,30,1,240900,273600,32700,664
3,31,31,1,273600,288120,14520,664
3,31,33,1,289860,298080,8220,664
3,31,35,4,301380,302160,780,556
3,31,37,4,303720,312720,9000,635
3,31,39,4,314280,318180,3900,283
3,31,41,3,318600,323220,4620,18
3,31,43,1,327300,360000,32700,664
4,31,44,1,360000,370800,10800,664
4,31,46,6,372600,398700,26100,259
4,31,48,1,400500,446400,45900,664
5,31,49,4,446400,532800,86400,568
6,31,50,1,532800,562200,29400,664
6,31,52,4,562500,566100,3600,478
6,31,54,1,566400,604800,38400,664
0,32,0,1,0,25620,25620,672
0,32,2,4,26400,30300,3900,602
0,32,4,2,30540,48000,17460,366
0,32,6,4,48120,48420,300,614
0,32,8,2,48540,67860,19320,366
0,32,10,1,68700,100800,32100,672
1,32,11,1,100800,145800,45000,672
1,32,13,2,147000,165600,18600,366
1,32,15,3,166500,166920,420,21
1,32,17,1,168180,187200,19020,672
2,32,18,1,187200,232200,45000,672
2,32,20,2,233400,252000,18600,366
2,32,22,3,252900,253320,420,185
2,32,24,1,254580,273600,19020,672
3,32,25,1,273600,318600,45000,672
3,32,27,2,319800,338400,18600,366
3,32,29,3,339300,339720,420,96
3,32,31,1,340980,360000,19020,672
4,32,32,1,360000,372720,12720,672
4,32,34,2,374580,405900,31320,366
4,32,36,4,407220,412200,4980,277
4,32,38,4,412740,413040,300,455
4,32,40,4,414000,417300,3300,524
4,32,42,1,418200,446400,28200,672
5,32,43,1,446400,469800,23400,672
5,32,45,4,471600,480600,9000,523
5,32,47,1,482400,532800,50400,672
6,32,48,1,532800,549000,16200,672
6,32,50,2,551460,575400,23940,366
6,32,52,1,577320,589200,11880,672
6,32,54,1,591000,604800,13800,672
0,33,0,1,0,25680,25680,699
0,33,2,5,28500,54300,25800,262
0,33,4,4,55200,56700,1500,568
0,33,6,1,59400,100800,41400,699
1,33,7,1,100800,111600,10800,699
1,33,9,4,113400,114000,600,568
1,33,11,5,114600,139200,24600,262
1,33,13,4,140400,140700,300,609
1,33,15,1,141900,145800,3900,699
1,33,17,4,149400,154800,5400,436
1,33,19,1,157500,187200,29700,699
2,33,20,1,187200,198000,10800,699
2,33,22,4,199800,200400,600,501
2,33,24,5,201000,225600,24600,262
2,33,26,4,226800,227100,300,395
2,33,28,1,228300,232200,3900,699
2,33,30,4,235800,241200,5400,322
2,33,32,1,243900,273600,29700,699
3,33,33,1,273600,284400,10800,699
3,33,35,4,286200,286800,600,455
3,33,37,5,287400,312000,24600,262
3,33,39,4,313200,313500,300,620
3,33,41,1,314700,318600,3900,699
3,33,43,4,322200,327600,5400,618
3,33,45,1,330300,360000,29700,699
4,33,46,1,360000,370500,10500,699
4,33,48,4,370620,370920,300,510
4,33,50,5,372300,396780,24480,262
4,33,52,1,398640,405660,7020,699
4,33,54,4,406560,410520,3960,466
4,33,56,1,411420,412560,1140,699
4,33,58,4,413100,423120,10020,524
4,33,60,1,423660,446400,22740,699
5,33,61,1,446400,532800,86400,699
6,33,62,1,532800,541770,8970,699
6,33,64,4,541890,542670,780,614
6,33,66,1,542790,590370,47580,699
6,33,68,4,590490,591270,780,552
6,33,70,1,591390,604800,13410,699
0,34,0,1,0,30960,30960,661
0,34,2,2,32160,51120,18960,266
0,34,4,4,51540,53880,2340,467
0,34,6,2,54360,63840,9480,266
0,34,8,1,65220,100800,35580,661
1,34,9,1,100800,123900,23100,661
1,34,11,4,124500,126300,1800,292
1,34,13,1,126900,187200,60300,661
2,34,14,1,187200,210300,23100,661
2,34,16,4,210900,212700,1800,361
2,34,18,1,213300,273600,60300,661
3,34,19,1,273600,296700,23100,661
3,34,21,4,297300,299100,1800,558
3,34,23,1,299700,360000,60300,661
4,34,24,1,360000,372000,12000,661
4,34,26,2,373200,389700,16500,266
4,34,28,4,390600,391500,900,341
4,34,30,3,392100,394200,2100,131
4,34,32,1,395100,410400,15300,661
4,34,34,4,411300,416700,5400,559
4,34,36,3,417300,420300,3000,157
4,34,38,1,421200,446400,25200,661
5,34,39,1,446400,472800,26400,661
5,34,41,3,473400,477900,4500,84
5,34,43,1,478200,486000,7800,661
5,34,45,4,486300,504000,17700,587
5,34,47,1,504300,532800,28500,661
6,34,48,1,532800,557400,24600,661
6,34,50,7,558000,562800,4800,188
6,34,52,1,563400,581400,18000,661
6,34,54,4,582000,595800,13800,415
6,34,56,1,596400,604800,8400,661
0,35,0,1,0,26100,26100,660
0,35,2,4,27000,27300,300,477
0,35,4,3,27900,34800,6900,222
0,35,6,4,35700,39300,3600,397
0,35,8,1,40500,46800,6300,660
0,35,10,3,47400,51000,3600,213
0,35,12,1,51600,100800,49200,660
1,35,13,1,100800,148500,47700,660
1,35,15,4,149400,152100,2700,609
1,35,17,1,153000,187200,34200,660
2,35,18,1,187200,234900,47700,660
2,35,20,4,235800,238500,2700,302
2,35,22,1,239400,273600,34200,660
3,35,23,1,273600,321300,47700,660
3,35,25,4,322200,324900,2700,366
3,35,27,1,325800,360000,34200,660
4,35,28,4,360000,367500,7500,563
4,35,30,1,370800,380400,9600,660
4,35,32,4,380700,381000,300,294
4,35,34,4,381600,381900,300,337
4,35,36,3,382200,382500,300,46
4,35,38,4,383220,384540,1320,568
4,35,40,1,385380,446400,61020,660
5,35,41,1,446400,475620,29220,660
5,35,43,4,480180,497400,17220,415
5,35,45,3,499020,499800,780,219
5,35,47,1,502500,532800,30300,660
6,35,48,1,532800,558000,25200,660
6,35,50,7,558600,561600,3000,201
6,35,52,1,562200,604800,42600,660
0,36,0,1,0,14400,14400,654
0,36,2,4,14520,25500,10980,590
0,36,4,1,30300,34200,3900,654
0,36,6,4,35400,38400,3000,483
0,36,8,2,39600,42300,2700,608
0,36,10,1,44100,49800,5700,654
0,36,12,4,50520,51000,480,463
0,36,14,4,51300,54300,3000,618
0,36,16,4,54720,55500,780,583
0,36,18,1,56400,100800,44400,654
1,36,19,1,100800,108900,8100,654
1,36,21,1,109500,109800,300,654
1,36,23,2,111900,140400,28500,608
1,36,25,1,142800,143400,600,654
1,36,27,1,144300,187200,42900,654
2,36,28,1,187200,195300,8100,654
2,36,30,1,195900,196200,300,654
2,36,32,2,198300,226800,28500,608
2,36,34,1,229200,229800,600,654
2,36,36,1,230700,273600,42900,654
3,36,37,1,273600,281700,8100,654
3,36,39,1,282300,282600,300,654
3,36,41,2,284700,313200,28500,608
3,36,43,1,315600,316200,600,654
3,36,45,1,317100,360000,42900,654
4,36,46,2,360000,371400,11400,608
4,36,48,2,375120,419100,43980,608
4,36,50,3,421200,422700,1500,138
4,36,52,1,424680,446400,21720,654
5,36,53,1,446400,478800,32400,654
5,36,55,4,480960,488700,7740,444
5,36,57,1,489960,532800,42840,654
6,36,58,1,532800,548700,15900,654
6,36,60,7,551100,561600,10500,201
6,36,62,1,564000,604800,40800,654
0,37,0,1,0,34200,34200,653
0,37,2,2,35700,89100,53400,384
1,37,4,1,91200,100800,9600,653
1,37,5,1,100800,187200,86400,653
2,37,6,1,187200,273600,86400,653
3,37,7,1,273600,360000,86400,653
4,37,8,1,360000,410400,50400,653
4,37,10,4,411600,415800,4200,540
4,37,12,1,417000,446400,29400,653
5,37,13,1,446400,468000,21600,653
5,37,15,3,468900,475200,6300,238
5,37,17,3,475500,480600,5100,134
5,37,19,3,480900,486000,5100,53
5,37,21,1,487200,532800,45600,653
6,37,22,1,532800,604800,72000,653
0,38,0,1,0,100800,100800,657
1,38,1,1,100800,115200,14400,657
1,38,3,1,116100,122400,6300,657
1,38,5,3,126000,130200,4200,226
1,38,7,1,132300,135900,3600,657
1,38,9,4,139500,142200,2700,432
1,38,11,4,144000,151200,7200,211
1,38,13,1,154800,187200,32400,657
2,38,14,1,187200,201600,14400,657
2,38,16,1,202500,208800,6300,657
2,38,18,3,212400,216600,4200,253
2,38,20,1,218700,222300,3600,657
2,38,22,4,225900,228600,2700,568
2,38,24,4,230400,237600,7200,371
2,38,26,1,241200,273600,32400,657
3,38,27,1,273600,288000,14400,657
3,38,29,1,288900,295200,6300,657
3,38,31,3,298800,303000,4200,142
3,38,33,1,305100,308700,3600,657
3,38,35,4,312300,315000,2700,394
3,38,37,4,316800,324000,7200,312
3,38,39,1,327600,360000,32400,657
4,38,42,3,422280,422820,540,185
4,38,44,1,423120,446400,23280,657
5,38,45,1,446400,467700,21300,657
5,38,47,4,468000,468600,600,415
5,38,49,3,469800,475020,5220,73
5,38,51,3,475620,477780,2160,61
5,38,53,3,478260,478560,300,223
5,38,55,1,479460,532800,53340,657
6,38,56,1,532800,549000,16200,657
6,38,58,4,549600,552000,2400,405
6,38,60,7,553500,554400,900,92
6,38,62,1,555600,604800,49200,657
0,39,0,1,0,38700,38700,724
0,39,2,4,39600,62100,22500,402
0,39,4,1,63000,66600,3600,724
0,39,6,4,68400,75600,7200,290
0,39,8,4,77400,100800,23400,477
1,39,9,1,100800,117000,16200,724
1,39,11,2,118800,151200,32400,118
1,39,13,1,153000,187200,34200,724
2,39,14,1,187200,203400,16200,724
2,39,16,2,205200,237600,32400,118
2,39,18,1,239400,273600,34200,724
3,39,19,1,273600,289800,16200,724
3,39,21,2,291600,324000,32400,118
3,39,23,1,325800,360000,34200,724
4,39,24,1,360000,394800,34800,724
4,39,26,2,395700,425220,29520,118
4,39,28,1,426180,446400,20220,724
5,39,29,1,446400,489600,43200,724
5,39,31,3,490800,492300,1500,221
5,39,33,3,492600,493200,600,124
5,39,35,3,493800,495000,1200,172
5,39,37,1,495900,502200,6300,724
5,39,39,4,504000,525300,21300,585
6,39,41,1,527400,532800,5400,724
6,39,42,1,532800,543000,10200,724
6,39,44,2,543480,584100,40620,118
6,39,46,3,584580,585900,1320,176
6,39,48,1,586920,604800,17880,724
0,40,0,1,0,34200,34200,726
0,40,2,4,35100,54000,18900,507
0,40,4,3,54900,59400,4500,75
0,40,6,1,60300,100800,40500,726
1,40,7,4,100800,121140,20340,477
1,40,9,4,122400,125100,2700,456
1,40,11,4,126000,128700,2700,574
1,40,13,1,130500,136800,6300,726
1,40,15,4,137700,138600,900,587
1,40,17,4,139200,187200,48000,355
2,40,18,4,187200,207540,20340,291
2,40,20,4,208800,211500,2700,570
2,40,22,4,212400,215100,2700,337
2,40,24,1,216900,223200,6300,726
2,40,26,4,224100,225000,900,415
2,40,28,4,225600,273600,48000,517
3,40,29,4,273600,293940,20340,455
3,40,31,4,295200,297900,2700,343
3,40,33,4,298800,301500,2700,505
3,40,35,1,303300,309600,6300,726
3,40,37,4,310500,311400,900,385
3,40,39,4,312000,360000,48000,629
4,40,40,1,360000,378000,18000,726
4,40,42,4,379800,387600,7800,572
4,40,44,3,388680,390600,1920,78
4,40,46,4,390900,391200,300,581
4,40,48,4,391680,393360,1680,324
4,40,50,1,394320,446400,52080,726
5,40,51,1,446400,452100,5700,726
5,40,53,4,452700,457200,4500,343
5,40,55,4,457800,496800,39000,312
5,40,57,1,508200,532800,24600,726
6,40,58,1,532800,571200,38400,726
6,40,60,3,571800,572700,900,139
6,40,62,1,573300,604800,31500,726
0,41,0,1,0,39000,39000,704
0,41,2,5,39600,60420,20820,262
0,41,4,1,61200,100800,39600,704
1,41,5,1,100800,115800,15000,704
1,41,7,5,116700,119400,2700,262
1,41,9,4,120000,124200,4200,620
1,41,11,5,124800,149400,24600,262
1,41,13,1,150300,187200,36900,704
2,41,14,1,187200,202200,15000,704
2,41,16,5,203100,205800,2700,262
2,41,18,4,206400,210600,4200,552
2,41,20,5,211200,235800,24600,262
2,41,22,1,236700,273600,36900,704
3,41,23,1,273600,288600,15000,704
3,41,25,5,289500,292200,2700,262
3,41,27,4,292800,297000,4200,609
3,41,29,5,297600,322200,24600,262
3,41,31,1,323100,360000,36900,704
4,41,32,1,360000,410370,50370,704
4,41,34,4,410490,418470,7980,552
4,41,36,1,418590,446400,27810,704
5,41,37,1,446400,464400,18000,704
5,41,39,4,465300,469200,3900,568
5,41,41,4,469800,472500,2700,618
5,41,43,4,475200,475500,300,326
5,41,45,3,476400,477900,1500,140
5,41,47,4,481500,496800,15300,563
5,41,49,4,497400,497700,300,396
5,41,51,4,498600,505800,7200,610
5,41,53,1,513000,532800,19800,704
6,41,54,1,532800,555600,22800,704
6,41,56,7,555780,565620,9840,91
6,41,58,1,565800,604800,39000,704
0,42,0,1,0,100800,100800,695
1,42,1,1,100800,187200,86400,695
2,42,2,1,187200,273600,86400,695
3,42,3,1,273600,360000,86400,695
4,42,4,1,360000,397800,37800,695
4,42,6,3,398100,399600,1500,25
4,42,8,3,399780,400320,540,116
4,42,10,3,400500,401100,600,66
4,42,12,1,401400,446400,45000,695
5,42,13,3,446400,459600,13200,54
5,42,15,3,462000,465600,3600,78
5,42,17,3,466800,467700,900,71
5,42,19,3,468900,473400,4500,25
5,42,21,1,474300,483900,9600,695
5,42,23,4,486600,532800,46200,517
6,42,24,1,532800,555300,22500,695
6,42,26,7,555600,561600,6000,189
6,42,28,3,561900,562200,300,134
6,42,30,1,562500,604800,42300,695
0,43,0,1,0,27600,27600,669
0,43,2,2,28800,61200,32400,545
0,43,4,1,62520,100800,38280,669
1,43,5,2,100800,138480,37680,545
1,43,7,1,140100,187200,47100,669
2,43,8,2,187200,224880,37680,545
2,43,10,1,226500,273600,47100,669
3,43,11,2,273600,311280,37680,545
3,43,13,1,312900,360000,47100,669
4,43,14,1,360000,371700,11700,669
4,43,16,2,372780,404100,31320,545
4,43,18,1,405420,446400,40980,669
5,43,19,1,446400,532800,86400,669
6,43,20,1,532800,572400,39600,669
6,43,22,4,573000,585300,12300,587
6,43,24,4,585900,586500,600,380
6,43,26,1,587100,604800,17700,669
0,44,0,1,0,23370,23370,691
0,44,2,1,23490,25170,1680,691
0,44,4,1,25290,41400,16110,691
0,44,6,4,42300,52200,9900,620
0,44,8,1,53100,55800,2700,691
0,44,10,4,56400,64800,8400,337
0,44,12,1,65400,100800,35400,691
1,44,13,1,100800,164700,63900,691
1,44,15,4,165600,172200,6600,401
1,44,17,1,172500,187200,14700,691
2,44,18,1,187200,251100,63900,691
2,44,20,4,252000,258600,6600,477
2,44,22,1,258900,273600,14700,691
3,44,23,1,273600,337500,63900,691
3,44,25,4,338400,345000,6600,337
3,44,27,1,345300,360000,14700,691
4,44,28,1,360000,446400,86400,691
5,44,29,1,446400,532800,86400,691
6,44,30,1,532800,565200,32400,691
6,44,32,4,567000,570600,3600,284
6,44,34,1,572400,604800,32400,691
0,45,0,1,0,27000,27000,687
0,45,2,5,28200,49800,21600,271
0,45,4,1,51000,100800,49800,687
1,45,5,1,100800,112320,11520,687
1,45,7,5,113100,140700,27600,271
1,45,9,1,141840,187200,45360,687
2,45,10,1,187200,198720,11520,687
2,45,12,5,199500,227100,27600,271
2,45,14,1,228240,273600,45360,687
3,45,15,1,273600,285120,11520,687
3,45,17,5,285900,313500,27600,271
3,45,19,1,314640,360000,45360,687
4,45,20,1,360000,372600,12600,687
4,45,22,5,373020,399060,26040,271
4,45,24,1,399540,399900,360,687
4,45,26,4,400920,403800,2880,506
4,45,28,1,404700,406800,2100,687
4,45,30,4,408840,409440,600,381
4,45,32,1,411900,417600,5700,687
4,45,34,4,418200,421200,3000,294
4,45,36,1,421680,446400,24720,687
5,45,37,1,446400,495000,48600,687
5,45,39,4,495180,505200,10020,631
5,45,41,1,505500,532800,27300,687
6,45,42,1,532800,565200,32400,687
6,45,44,4,565800,569400,3600,326
6,45,46,3,569700,573300,3600,149
6,45,48,1,573900,604800,30900,687
0,46,0,1,0,27600,27600,727
0,46,2,2,29700,44100,14400,430
0,46,4,2,45420,61680,16260,430
0,46,6,1,63600,100800,37200,727
1,46,7,4,100800,187200,86400,441
2,46,8,4,187200,273600,86400,521
3,46,9,4,273600,360000,86400,349
4,46,10,1,360000,368100,8100,727
4,46,12,2,371580,389100,17520,430
4,46,14,3,392700,393600,900,165
4,46,16,1,394080,408600,14520,727
4,46,18,4,410400,417600,7200,422
4,46,20,1,419400,420000,600,727
4,46,22,1,421200,446400,25200,727
5,46,23,1,446400,532800,86400,727
6,46,24,1,532800,561600,28800,727
6,46,26,2,562200,563400,1200,430
6,46,28,1,564000,604800,40800,727
0,47,0,1,0,29700,29700,712
0,47,2,4,30600,30900,300,514
0,47,4,2,31500,43200,11700,339
0,47,6,2,46200,52800,6600,339
0,47,8,2,56700,58500,1800,339
0,47,10,1,59400,100800,41400,712
1,47,11,1,100800,111720,10920,712
1,47,13,2,115200,146100,30900,339
1,47,15,1,151980,153750,1770,712
1,47,17,1,153870,187200,33330,712
2,47,18,1,187200,198120,10920,712
2,47,20,2,201600,232500,30900,339
2,47,22,1,238380,240150,1770,712
2,47,24,1,240270,273600,33330,712
3,47,25,1,273600,284520,10920,712
3,47,27,2,288000,318900,30900,339
3,47,29,1,324780,326550,1770,712
3,47,31,1,326670,360000,33330,712
4,47,32,1,360000,369000,9000,712
4,47,34,2,372000,385320,13320,339
4,47,36,4,386160,388020,1860,542
4,47,38,3,390300,391800,1500,183
4,47,40,1,392640,446400,53760,712
5,47,41,1,446400,478800,32400,712
5,47,43,4,479700,486300,6600,371
5,47,45,3,486900,488400,1500,228
5,47,47,1,489600,532800,43200,712
6,47,48,1,532800,552900,20100,712
6,47,50,7,553500,558000,4500,93
6,47,52,3,558600,561300,2700,86
6,47,54,1,561900,567000,5100,712
6,47,56,3,568800,570600,1800,22
6,47,58,1,572400,604800,32400,712
0,48,0,1,0,27000,27000,640
0,48,2,5,28320,55500,27180,272
0,48,4,1,56820,64200,7380,640
0,48,6,4,64800,68400,3600,579
0,48,8,1,69000,100800,31800,640
1,48,9,1,100800,114000,13200,640
1,48,11,5,114120,142800,28680,272
1,48,13,1,142980,187200,44220,640
2,48,14,1,187200,200400,13200,640
2,48,16,5,200520,229200,28680,272
2,48,18,1,229380,273600,44220,640
3,48,19,1,273600,286800,13200,640
3,48,21,5,286920,315600,28680,272
3,48,23,1,315780,360000,44220,640
4,48,24,1,360000,370800,10800,640
4,48,26,5,370920,399690,28770,272
4,48,28,4,399810,401160,1350,477
4,48,30,1,401400,446400,45000,640
