lid,longitude,latitude,altitude,admin1,admin2,admin3,admin4,work,shopping,school,other,college,religion,designation,home
298,-78.4827799999999,38.02743,-1,51,540,1000,1,726,0.0,0,726,0,0,none:medical,0
299,-78.4955199999999,38.0595000000001,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0
300,-77.90329,37.97974,-1,51,109,950100,3,428,0.0,0,428,0,0,none:medical,0
301,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
302,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
303,-78.45262,38.0889300000001,-1,51,3,10601,2,2671,0.0,0,2671,0,0,none:medical,0
304,-78.48167,38.0284,-1,51,540,401,1,1091,0.0,0,1091,0,0,none:medical,0
305,-77.3928299999999,38.9505300000001,-1,51,59,481101,1,5000,0.0,0,5000,0,0,none:government,0
306,-78.47977,38.032,-1,51,540,1000,1,1260,0.0,0,1260,0,0,none:medical,0
307,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0
308,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
309,-78.51008,38.059,-1,51,3,10800,5,4328,0.0,0,4328,0,0,none:care_facilitation,0
310,-78.4787899999999,38.03079,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0
311,-78.48738,38.0308900000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0
312,-78.4872799999999,38.0308600000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0
313,-78.4723299999999,38.03155,-1,51,540,302,1,17,0.0,0,17,0,0,none:medical,0
314,-77.51014,38.3059400000001,-1,51,630,500,2,188,0.0,0,188,0,0,none:medical,0
315,-78.4788599999999,38.0818100000001,-1,51,3,10700,1,51,0.0,0,51,0,0,none:medical,0
316,-78.49879,38.1391600000001,-1,51,3,10202,2,5000,0.0,0,5000,0,0,none:medical,0
317,-78.48344,38.0329800000001,-1,51,540,1000,1,192,0.0,0,192,0,0,none:government,0
318,-78.48164,38.0234800000001,-1,51,540,401,1,157,0.0,0,157,0,0,none:government,0
319,-78.46011999999997,38.14156,-1,51,3,10201,2,606,0.0,0,606,0,0,none:medical,0
320,-78.4955199999999,38.0595000000001,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0
321,-78.47673,38.0298500000001,-1,51,540,1000,1,204,0.0,0,204,0,0,none:medical,0
322,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
323,-78.67541999999997,38.0688400000001,-1,51,3,11100,1,3760,0.0,0,3760,0,0,none:medical,0
324,-78.5027899999999,38.0460200000001,-1,51,540,700,2,291,0.0,0,291,0,0,none:medical,0
325,-78.47673,38.0298500000001,-1,51,540,1000,1,204,0.0,0,204,0,0,none:medical,0
326,-78.46968000000003,38.02327,-1,51,540,402,3,531,0.0,0,531,0,0,none:medical,0
327,-78.50065,38.06228,-1,51,3,10800,3,2388,0.0,0,2388,0,0,none:medical,0
328,-77.2454,38.92913,-1,51,59,460400,3,611,0.0,0,611,0,0,none:medical,0
329,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
330,-78.67541999999997,38.0688400000001,-1,51,3,11100,1,3760,0.0,0,3760,0,0,none:medical,0
331,-78.4956099999999,38.02437000000001,-1,51,540,501,3,140,0.0,0,140,0,0,none:medical,0
332,-78.48045999999991,38.0305000000001,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0
333,-78.68087,38.0521400000001,-1,51,3,11100,2,114,0.0,0,114,0,0,none:medical,0
334,-78.42007,38.1647,-1,51,3,10201,1,5000,0.0,0,5000,0,0,none:government,0
335,-78.51276,38.0346500000001,-1,51,3,10903,1,2576,0.0,0,2576,0,0,none:medical,0
336,-78.50976,38.0416200000001,-1,51,540,700,4,224,0.0,0,224,0,0,none:medical,0
337,-78.48167,38.0284,-1,51,540,401,1,1091,0.0,0,1091,0,0,none:medical,0
338,-78.70949,38.05843,-1,51,3,11100,4,420,0.0,0,420,0,0,none:medical,0
339,-78.60241999999991,38.2387200000001,-1,51,3,10100,1,74,0.0,0,74,0,0,none:medical,0
340,-78.60241999999991,38.2387200000001,-1,51,3,10100,1,74,0.0,0,74,0,0,none:care_facilitation,0
341,-78.47844,38.02714,-1,51,540,401,1,438,0.0,0,438,0,0,none:medical,0
342,-78.47795,38.07178,-1,51,3,10601,3,221,0.0,0,221,0,0,none:care_facilitation,0
343,-78.50246,38.0307100000001,-1,51,540,600,1,5000,0.0,0,5000,0,0,none:medical,0
344,-78.45719,38.0461100000001,-1,51,540,900,1,77,0.0,0,77,0,0,none:medical,0
345,-78.47808,38.03148,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0
346,-78.47228,38.0807300000001,-1,51,3,10601,2,400,0.0,0,400,0,0,none:medical,0
347,-77.92868,37.74442,-1,51,75,400400,2,2943,0.0,0,2943,0,0,none:care_facilitation,0
348,-78.4796699999999,38.0347800000001,-1,51,540,1000,2,1753,0.0,0,1753,0,0,none:medical,0
349,-78.44503,38.12584,-1,51,3,10300,3,2590,0.0,0,2590,0,0,none:medical,0
350,-78.4722599999999,38.03045,-1,51,540,302,1,113,0.0,0,113,0,0,none:medical,0
351,-77.48573,37.5472300000001,-1,51,760,41600,1,1594,0.0,0,1594,0,0,none:medical,0
352,-77.4633699999999,38.29859,-1,51,630,100,3,5000,0.0,0,5000,0,0,none:medical,0
353,-78.49826,38.07435,-1,51,3,10700,3,20,0.0,0,20,0,0,none:medical,0
354,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
355,-78.4958799999999,38.0328900000001,-1,51,540,202,1,1373,0.0,0,1373,0,0,none:government,0
356,-78.3656,38.01487,-1,51,3,10401,3,810,0.0,0,810,0,0,none:medical,0
357,-78.4861299999999,38.0316700000001,-1,51,540,1000,1,158,0.0,0,158,0,0,none:government,0
358,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
359,-78.51753000000002,38.04634,-1,51,3,10901,1,49,0.0,0,49,0,0,none:medical,0
360,-78.48574,38.06881,-1,51,3,10700,3,4301,0.0,0,4301,0,0,none:military,0
361,-78.4805899999999,38.0633300000001,-1,51,540,800,3,335,0.0,0,335,0,0,none:medical,0
362,-78.50123999999991,38.0135300000001,-1,51,540,502,5,230,0.0,0,230,0,0,none:medical,0
363,-78.49344999999991,38.06415,-1,51,540,800,4,355,0.0,0,355,0,0,none:government,0
364,-78.49826,38.0200300000001,-1,51,540,501,3,37,0.0,0,37,0,0,none:government,0
365,-78.48788999999991,38.0623800000001,-1,51,540,800,4,5000,0.0,0,5000,0,0,none:medical,0
366,-78.48441,38.02817,-1,51,540,1000,1,2729,0.0,0,2729,0,0,none:medical,0
367,-78.48828,38.0370500000001,-1,51,540,201,2,327,0.0,0,327,0,0,none:medical,0
368,-78.4833399999999,38.02781,-1,51,540,1000,1,2729,0.0,0,2729,0,0,none:medical,0
369,-78.50733000000002,38.07624000000001,-1,51,3,10800,1,5000,0.0,0,5000,0,0,none:government,0
370,-77.47129,37.5661000000001,-1,51,760,40200,2,825,0.0,0,825,0,0,none:medical,0
371,-78.4823,38.0381100000001,-1,51,540,1000,2,1768,0.0,0,1768,0,0,none:medical,0
372,-78.48785,38.0309500000001,-1,51,540,1000,1,296,0.0,0,296,0,0,none:government,0
373,-78.49915,38.0036900000001,-1,51,3,11303,1,431,0.0,0,431,0,0,none:medical,0
374,-78.47732999999991,38.0288600000001,-1,51,540,1000,1,477,0.0,0,477,0,0,none:medical,0
375,-78.47989,38.04047,-1,51,540,1000,2,528,0.0,0,528,0,0,none:medical,0
376,-78.47374999999991,38.03157,-1,51,540,1000,3,165,0.0,0,165,0,0,none:medical,0
377,-78.4722399999999,38.0808500000001,-1,51,3,10601,2,400,0.0,0,400,0,0,none:government,0
378,-78.4387,38.12717,-1,51,3,10300,1,425,0.0,0,425,0,0,none:medical,0
379,-78.47677,38.0298000000001,-1,51,540,1000,1,204,0.0,0,204,0,0,none:government,0
380,-78.49508,38.00548,-1,51,3,11303,1,3229,0.0,0,3229,0,0,none:government,0
381,-78.48045999999991,38.03051,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0
382,-78.48451999999997,38.03083,-1,51,540,1000,1,291,0.0,0,291,0,0,none:government,0
383,-78.47317,38.02261,-1,51,540,402,1,1138,0.0,0,1138,0,0,none:government,0
384,-78.47394,38.0304800000001,-1,51,540,302,1,22,0.0,0,22,0,0,none:medical,0
385,-78.47899,38.02997,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0
386,-78.46082,38.0345300000001,-1,51,540,302,1,423,0.0,0,423,0,0,none:care_facilitation,0
387,-78.48104000000002,38.0393,-1,51,540,1000,2,1745,0.0,0,1745,0,0,none:government,0
388,-78.4726899999999,38.0285000000001,-1,51,540,302,1,95,0.0,0,95,0,0,none:medical,0
389,-78.4667499999999,38.0260900000001,-1,51,540,302,2,917,0.0,0,917,0,0,none:medical,0
390,-78.48738,38.0308900000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0
391,-78.49707,38.075,-1,51,3,10700,3,86,0.0,0,86,0,0,none:medical,0
392,-78.47752,38.03216,-1,51,540,1000,2,610,0.0,0,610,0,0,none:medical,0
393,-78.49098000000002,38.0317900000001,-1,51,540,1000,1,195,0.0,0,195,0,0,none:medical,0
394,-76.72251999999997,37.2794200000001,-1,51,830,370300,2,3076,0.0,0,3076,0,0,none:care_facilitation,0
395,-78.48155,38.0299600000001,-1,51,540,1000,1,499,0.0,0,499,0,0,none:care_facilitation,0
396,-78.48550999999998,38.03337,-1,51,540,1000,1,1461,0.0,0,1461,0,0,none:government,0
397,-78.47926,38.02919,-1,51,540,1000,1,510,0.0,0,510,0,0,none:medical,0
398,-78.47358,38.03043,-1,51,540,302,1,18,0.0,0,18,0,0,none:medical,0
399,-78.46276999999998,38.06325,-1,51,3,10602,1,910,0.0,0,910,0,0,none:government,0
400,-78.48365,38.0368500000001,-1,51,540,1000,2,1082,0.0,0,1082,0,0,none:medical,0
401,-78.48195,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0
402,-78.48389,38.03662,-1,51,540,1000,2,388,0.0,0,388,0,0,none:government,0
403,-78.47853,38.0307700000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0
404,-78.50059,38.0775400000001,-1,51,3,10800,1,5000,0.0,0,5000,0,0,none:government,0
405,-78.4786799999999,38.0294900000001,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0
406,-78.51616,38.0450200000001,-1,51,3,10902,1,533,0.0,0,533,0,0,none:medical,0
407,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0
408,-78.47246,38.0284100000001,-1,51,540,302,1,95,0.0,0,95,0,0,none:medical,0
409,-78.51606,38.0259600000001,-1,51,540,600,2,298,0.0,0,298,0,0,none:medical,0
410,-77.2336099999999,38.8662800000001,-1,51,59,440201,1,1302,0.0,0,1302,0,0,none:medical,0
411,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0
412,-78.46925,38.0318800000001,-1,51,540,302,1,22,0.0,0,22,0,0,none:medical,0
413,-78.47703,38.03171,-1,51,540,1000,1,892,0.0,0,892,0,0,none:government,0
414,-78.49387,38.05951,-1,51,540,800,4,167,0.0,0,167,0,0,none:medical,0
415,-78.48808000000002,38.05895,-1,51,540,800,4,5000,0.0,0,5000,0,0,none:medical,0
416,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0
417,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0
418,-78.48643,38.0366100000001,-1,51,540,201,2,213,0.0,0,213,0,0,none:medical,0
419,-78.48621,38.0305900000001,-1,51,540,1000,1,437,0.0,0,437,0,0,none:medical,0
420,-78.49611,38.06046,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0
421,-78.4811,38.06913,-1,51,3,10601,3,1823,0.0,0,1823,0,0,none:care_facilitation,0
422,-78.46667999999991,38.0986100000001,-1,51,3,10800,1,2016,0.0,0,2016,0,0,none:medical,0
423,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
424,-78.4838,38.0266800000001,-1,51,540,401,1,726,0.0,0,726,0,0,none:medical,0
425,-78.50481999999991,38.0484700000001,-1,51,540,700,3,55,0.0,0,55,0,0,none:medical,0
426,-78.47209000000002,38.0296000000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0
427,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0
428,-78.64518000000002,37.9656400000001,-1,51,3,11202,2,328,0.0,0,328,0,0,none:care_facilitation,0
429,-78.50601999999998,38.0491900000001,-1,51,540,700,3,121,0.0,0,121,0,0,none:medical,0
430,-78.47896,38.08556,-1,51,3,10700,1,232,0.0,0,232,0,0,none:medical,0
431,-78.47212999999991,38.0296700000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0
432,-78.47864,38.0316,-1,51,540,1000,1,170,0.0,0,170,0,0,none:medical,0
433,-78.50067,38.03445,-1,51,3,10903,2,3417,0.0,0,3417,0,0,none:medical,0
434,-78.49033,38.03342,-1,51,540,202,1,385,0.0,0,385,0,0,none:medical,0
435,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0
436,-78.47288999999991,38.03151,-1,51,540,302,1,19,0.0,0,19,0,0,none:medical,0
437,-77.25693000000003,38.72806,-1,51,59,492203,2,211,0.0,0,211,0,0,none:medical,0
438,-77.47265,37.5542800000001,-1,51,760,41000,2,359,0.0,0,359,0,0,none:medical,0
439,-78.4894,38.03133,-1,51,540,1000,1,294,0.0,0,294,0,0,none:medical,0
440,-78.51354,38.0628800000001,-1,51,3,10800,5,126,0.0,0,126,0,0,none:care_facilitation,0
441,-78.437,38.1265900000001,-1,51,3,10300,1,126,0.0,0,126,0,0,none:medical,0
442,-78.48679,38.0370100000001,-1,51,540,201,2,213,0.0,0,213,0,0,none:medical,0
443,-78.47175,38.0294700000001,-1,51,540,302,1,80,0.0,0,80,0,0,none:medical,0
444,-78.49493000000002,38.02381,-1,51,540,501,1,131,0.0,0,131,0,0,none:medical,0
445,-78.47633,38.04155,-1,51,540,1000,2,299,0.0,0,299,0,0,none:medical,0
446,-77.45521,37.5690900000001,-1,51,760,40200,2,4289,0.0,0,4289,0,0,none:medical,0
447,-78.50679000000002,38.10765,-1,51,3,10202,1,404,0.0,0,404,0,0,none:medical,0
448,-78.5303499999999,38.051,-1,51,3,11000,1,1399,0.0,0,1399,0,0,none:medical,0
449,-78.43718,38.1289,-1,51,3,10300,1,2004,0.0,0,2004,0,0,none:medical,0
450,-78.4417099999999,38.13435,-1,51,3,10300,3,320,0.0,0,320,0,0,none:medical,0
451,-78.47093000000002,38.0416000000001,-1,51,540,900,2,162,0.0,0,162,0,0,none:medical,0
452,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0
453,-78.48195,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0
454,-78.48195,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0
455,-78.46287,38.02182,-1,51,540,402,3,5000,0.0,0,5000,0,0,none:medical,0
456,-78.51606,38.0259600000001,-1,51,540,600,2,298,0.0,0,298,0,0,none:medical,0
457,-78.50123999999991,38.0135300000001,-1,51,540,502,5,230,0.0,0,230,0,0,none:care_facilitation,0
458,-78.47341999999998,38.0308600000001,-1,51,540,302,1,18,0.0,0,18,0,0,none:medical,0
459,-78.49738,38.0331600000001,-1,51,540,202,1,36,0.0,0,36,0,0,none:medical,0
460,-78.47515,38.0235900000001,-1,51,540,402,2,221,0.0,0,221,0,0,none:medical,0
461,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0
462,-78.4716,38.0819900000001,-1,51,3,10601,2,400,0.0,0,400,0,0,none:medical,0
463,-78.4777099999999,38.02957,-1,51,540,1000,1,528,0.0,0,528,0,0,none:care_facilitation,0
464,-78.482,38.02975,-1,51,540,1000,1,261,0.0,0,261,0,0,none:government,0
465,-78.4197,38.1216900000001,-1,51,3,10300,2,5000,0.0,0,5000,0,0,none:government,0
466,-78.50258000000002,38.0434700000001,-1,51,540,700,2,148,0.0,0,148,0,0,none:medical,0
467,-78.47853,38.0307700000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0
468,-78.48993,38.07446,-1,51,3,10700,2,2681,0.0,0,2681,0,0,none:medical,0
469,-78.4403399999999,38.0215400000001,-1,51,3,10500,3,31,0.0,0,31,0,0,none:medical,0
470,-78.48234000000002,38.0706700000001,-1,51,3,10601,3,404,0.0,0,404,0,0,none:medical,0
471,-78.49416,38.14433,-1,51,3,10202,2,5000,0.0,0,5000,0,0,none:medical,0
472,-78.47853,38.0307700000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0
473,-77.3142,38.94379,-1,51,59,482400,1,1386,0.0,0,1386,0,0,none:medical,0
474,-78.458,38.0324200000001,-1,51,3,10500,3,469,0.0,0,469,0,0,none:medical,0
475,-78.47633,38.0318100000001,-1,51,540,1000,3,183,0.0,0,183,0,0,none:medical,0
476,-78.47212999999991,38.0296700000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0
477,-78.48365,38.02381,-1,51,540,401,1,2327,0.0,0,2327,0,0,none:government,0
478,-78.48808000000002,38.0657600000001,-1,51,540,800,4,483,0.0,0,483,0,0,none:medical,0
479,-78.70947,38.0584200000001,-1,51,3,11100,4,420,0.0,0,420,0,0,none:medical,0
480,-78.45526,38.0319500000001,-1,51,3,10500,3,144,0.0,0,144,0,0,none:medical,0
481,-78.44051,38.02277,-1,51,3,10500,3,415,0.0,0,415,0,0,none:medical,0
482,-78.48574,38.0688200000001,-1,51,3,10700,3,4301,0.0,0,4301,0,0,none:medical,0
483,-78.48643,38.0366100000001,-1,51,540,201,2,213,0.0,0,213,0,0,none:care_facilitation,0
484,-78.44051,38.02277,-1,51,3,10500,3,415,0.0,0,415,0,0,none:medical,0
485,-78.49681,38.07525,-1,51,3,10700,2,86,0.0,0,86,0,0,none:medical,0
486,-78.50481999999991,38.0484700000001,-1,51,540,700,3,55,0.0,0,55,0,0,none:medical,0
487,-78.47891,38.08207,-1,51,3,10700,1,51,0.0,0,51,0,0,none:medical,0
488,-78.52795,38.02518,-1,51,3,11202,1,625,0.0,0,625,0,0,none:government,0
489,-78.48913,38.04022,-1,51,540,201,2,134,0.0,0,134,0,0,none:medical,0
490,-78.47752,38.0718200000001,-1,51,3,10601,3,221,0.0,0,221,0,0,none:medical,0
491,-78.47831,38.03209,-1,51,540,1000,1,2714,0.0,0,2714,0,0,none:medical,0
492,-78.4897,38.0742100000001,-1,51,3,10700,2,2681,0.0,0,2681,0,0,none:medical,0
493,-78.51753000000002,38.04634,-1,51,3,10901,1,49,0.0,0,49,0,0,none:medical,0
494,-78.48817,38.03662,-1,51,540,202,1,202,0.0,0,202,0,0,none:medical,0
495,-78.48738,38.0308900000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0
496,-78.47212999999991,38.0296700000001,-1,51,540,302,1,35,0.0,0,35,0,0,none:medical,0
497,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0
498,-78.49756999999991,38.0332000000001,-1,51,540,202,1,56,0.0,0,56,0,0,none:medical,0
499,-78.47896,38.08556,-1,51,3,10700,1,232,0.0,0,232,0,0,none:medical,0
500,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
501,-78.4709999999999,38.0321000000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
502,-78.47774,38.0731400000001,-1,51,3,10601,3,221,0.0,0,221,0,0,none:medical,0
503,-78.67538,38.0688700000001,-1,51,3,11100,1,3760,0.0,0,3760,0,0,none:medical,0
504,-78.47389,38.0304600000001,-1,51,540,302,1,22,0.0,0,22,0,0,none:medical,0
505,-78.47844,38.02714,-1,51,540,401,1,438,0.0,0,438,0,0,none:medical,0
506,-78.4986,38.03193,-1,51,540,600,1,8,0.0,0,8,0,0,none:medical,0
507,-78.47768999999991,38.02961,-1,51,540,1000,1,528,0.0,0,528,0,0,none:government,0
508,-78.4986,38.01093,-1,51,3,11303,1,325,0.0,0,325,0,0,none:medical,0
509,-78.49391,38.0025000000001,-1,51,3,11303,2,2806,0.0,0,2806,0,0,none:medical,0
510,-78.4692899999999,38.02709,-1,51,540,302,1,855,0.0,0,855,0,0,none:medical,0
511,-78.48761,38.06832,-1,51,3,10700,3,4301,0.0,0,4301,0,0,none:medical,0
512,-78.69624,38.06901,-1,51,3,11100,1,450,0.0,0,450,0,0,none:medical,0
513,-78.47801,38.03097,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0
514,-78.4580099999999,38.03241,-1,51,3,10500,3,469,0.0,0,469,0,0,none:medical,0
515,-78.46816,38.02585,-1,51,540,302,1,307,0.0,0,307,0,0,none:government,0
516,-78.48817,38.03662,-1,51,540,202,1,202,0.0,0,202,0,0,none:medical,0
517,-78.47732999999991,38.0288600000001,-1,51,540,1000,1,477,0.0,0,477,0,0,none:medical,0
518,-78.48957,38.0338800000001,-1,51,540,202,1,122,0.0,0,122,0,0,none:government,0
519,-78.69624,38.06901,-1,51,3,11100,1,450,0.0,0,450,0,0,none:medical,0
520,-78.4435599999999,38.13122,-1,51,3,10300,3,245,0.0,0,245,0,0,none:care_facilitation,0
521,-78.47849999999991,38.0847600000001,-1,51,3,10700,1,113,0.0,0,113,0,0,none:medical,0
522,-78.49601,38.07532,-1,51,3,10700,2,71,0.0,0,71,0,0,none:medical,0
523,-78.4713199999999,38.02946,-1,51,540,302,1,80,0.0,0,80,0,0,none:medical,0
524,-78.50041999999998,38.0532700000001,-1,51,540,700,3,661,0.0,0,661,0,0,none:medical,0
525,-78.47306999999998,38.0879,-1,51,3,10800,1,74,0.0,0,74,0,0,none:government,0
526,-78.47129,38.0279100000001,-1,51,540,302,1,168,0.0,0,168,0,0,none:medical,0
527,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
528,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
529,-78.51548000000003,38.0617500000001,-1,51,3,10800,5,4328,0.0,0,4328,0,0,none:medical,0
530,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0
531,-78.4722399999999,38.0808400000001,-1,51,3,10601,2,400,0.0,0,400,0,0,none:medical,0
532,-78.46996999999998,38.08826,-1,51,3,10601,1,341,0.0,0,341,0,0,none:medical,0
533,-78.44981,38.02759,-1,51,3,10500,3,400,0.0,0,400,0,0,none:care_facilitation,0
534,-78.4827,38.06967,-1,51,3,10601,3,1823,0.0,0,1823,0,0,none:medical,0
535,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0
536,-77.23349,38.86402,-1,51,59,440202,2,261,0.0,0,261,0,0,none:medical,0
537,-78.45687,38.03153,-1,51,3,10500,3,852,0.0,0,852,0,0,none:medical,0
538,-77.65176,37.65981,-1,51,75,400100,2,102,0.0,0,102,0,0,none:medical,0
539,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
540,-78.4769899999999,38.03027,-1,51,540,1000,1,1412,0.0,0,1412,0,0,none:medical,0
541,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0
542,-78.4825299999999,38.0311400000001,-1,51,540,1000,1,211,0.0,0,211,0,0,none:medical,0
543,-78.47873,38.0817900000001,-1,51,3,10700,1,51,0.0,0,51,0,0,none:medical,0
544,-78.4710899999999,38.0320600000001,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
545,-78.4947799999999,38.06983,-1,51,3,10700,3,417,0.0,0,417,0,0,none:medical,0
546,-78.49683,37.99686,-1,51,3,11303,2,4445,0.0,0,4445,0,0,none:care_facilitation,0
547,-78.47471,38.0878000000001,-1,51,3,10800,1,1368,0.0,0,1368,0,0,none:medical,0
548,-78.4985399999999,38.01111,-1,51,3,11303,1,325,0.0,0,325,0,0,none:medical,0
549,-78.48499,38.03454,-1,51,540,1000,1,514,0.0,0,514,0,0,none:government,0
550,-78.50044,38.03439,-1,51,3,10903,2,3417,0.0,0,3417,0,0,none:medical,0
551,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0
552,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
553,-78.47039000000002,38.02216,-1,51,540,402,1,173,0.0,0,173,0,0,none:medical,0
554,-78.50044,38.03439,-1,51,3,10903,2,3417,0.0,0,3417,0,0,none:medical,0
555,-78.49710999999998,38.0312700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
556,-78.50506,38.0502500000001,-1,51,540,700,3,999,0.0,0,999,0,0,none:medical,0
557,-78.47813000000002,38.0314900000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0
558,-78.50225999999998,38.04997,-1,51,540,700,3,67,0.0,0,67,0,0,none:medical,0
559,-78.47768999999991,38.02961,-1,51,540,1000,1,528,0.0,0,528,0,0,none:government,0
560,-77.77424999999991,37.7179400000001,-1,51,75,400200,2,5000,0.0,0,5000,0,0,none:medical,0
561,-78.47317,38.02261,-1,51,540,402,1,1138,0.0,0,1138,0,0,none:government,0
562,-77.17506,38.9070100000001,-1,51,59,470900,4,170,0.0,0,170,0,0,none:medical,0
563,-78.50058,38.03238,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
564,-78.49611,38.06046,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0
565,-78.47015,38.0567800000001,-1,51,540,800,2,118,0.0,0,118,0,0,none:medical,0
566,-78.47845,38.03069,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0
567,-78.51391,38.0522700000001,-1,51,3,10901,1,5000,0.0,0,5000,0,0,none:government,0
568,-78.4986499999999,38.03986,-1,51,540,202,3,5000,0.0,0,5000,0,0,none:care_facilitation,0
569,-77.4589999999999,37.57829,-1,51,760,10402,1,1939,0.0,0,1939,0,0,none:care_facilitation,0
570,-78.50506,38.0502500000001,-1,51,540,700,3,999,0.0,0,999,0,0,none:medical,0
571,-78.5424599999999,38.04481,-1,51,3,11000,2,5000,0.0,0,5000,0,0,none:medical,0
572,-78.49598,38.0328500000001,-1,51,540,202,1,1373,0.0,0,1373,0,0,none:medical,0
573,-78.50886,38.0389000000001,-1,51,540,700,4,487,0.0,0,487,0,0,none:government,0
574,-78.51268,38.04326,-1,51,540,700,4,136,0.0,0,136,0,0,none:medical,0
575,-78.51086,38.0519400000001,-1,51,3,10901,1,5000,0.0,0,5000,0,0,none:military,0
576,-78.4911299999999,38.1823200000001,-1,51,3,10201,2,853,0.0,0,853,0,0,none:medical,0
577,-78.47283,38.03015,-1,51,540,302,1,21,0.0,0,21,0,0,none:medical,0
578,-78.4888999999999,38.06366,-1,51,540,800,4,130,0.0,0,130,0,0,none:medical,0
579,-78.4736,38.0318,-1,51,540,1000,3,332,0.0,0,332,0,0,none:medical,0
580,-78.4839899999999,38.0416500000001,-1,51,540,201,1,64,0.0,0,64,0,0,none:medical,0
581,-78.4860899999999,38.03051,-1,51,540,1000,1,603,0.0,0,603,0,0,none:medical,0
